customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,contract,payment_method,monthly_charges,total_charges,actual_churn,churn_probability,predicted_churn,risk_level,prediction_date
4425-OWHWB,Female,0,No,No,20,Yes,No,One year,Credit card (automatic),19.35,433.75,0,0.11973059922116823,0,LOW RISK,2026-08-30 13:02:06
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Electronic check,85.6,1868.4,0,0.686065166737192,1,MEDIUM RISK,2026-08-30 13:02:06
9675-ICXCT,Male,0,Yes,Yes,72,Yes,DSL,Two year,Electronic check,80.8,5728.55,0,0.04150231055443393,0,LOW RISK,2026-08-30 13:02:06
1024-VRZHF,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Electronic check,74.95,825.7,1,0.8716082495754838,1,HIGH RISK,2026-08-30 13:02:06
4703-MQYKT,Male,0,No,No,21,Yes,No,Two year,Mailed check,19.6,390.4,0,0.041114845270994516,0,LOW RISK,2026-08-30 13:02:06
9497-QCMMS,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,93.55,93.55,1,0.9536026095961301,1,HIGH RISK,2026-08-30 13:02:06
5692-ICXLW,Male,1,No,No,31,Yes,Fiber optic,Month-to-month,Electronic check,90.7,2845.15,0,0.7878428604212468,1,HIGH RISK,2026-08-30 13:02:06
0602-DDUML,Female,0,No,No,57,Yes,DSL,Two year,Mailed check,69.75,3894.4,0,0.03779958536223435,0,LOW RISK,2026-08-30 13:02:06
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,Two year,Bank transfer (automatic),20.0,886.4,0,0.022385922537088897,0,LOW RISK,2026-08-30 13:02:06
1960-UYCNN,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,95.25,1021.55,0,0.8955067967344466,1,HIGH RISK,2026-08-30 13:02:06
0348-SDKOL,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.1,5885.4,1,0.647983365455423,1,MEDIUM RISK,2026-08-30 13:02:06
3190-FZATL,Male,0,No,Yes,14,Yes,No,Month-to-month,Mailed check,19.95,268.4,0,0.17414666627438194,0,LOW RISK,2026-08-30 13:02:06
7336-RLLRH,Male,0,Yes,No,27,Yes,DSL,One year,Mailed check,80.85,2204.35,0,0.19099700428643207,0,LOW RISK,2026-08-30 13:02:06
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),90.9,1259.0,1,0.7187463328371299,1,HIGH RISK,2026-08-30 13:02:06
8901-HJXTF,Female,0,Yes,Yes,12,No,DSL,Month-to-month,Mailed check,29.2,309.1,1,0.5203765407115998,1,MEDIUM RISK,2026-08-30 13:02:06
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Fiber optic,Two year,Bank transfer (automatic),93.3,6398.05,0,0.11542109240715709,0,LOW RISK,2026-08-30 13:02:06
5419-KLXBN,Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),89.15,2257.75,1,0.617021239182106,1,MEDIUM RISK,2026-08-30 13:02:06
3424-NMNBO,Male,1,Yes,No,58,Yes,Fiber optic,One year,Electronic check,108.85,6287.25,1,0.5489364767508718,1,MEDIUM RISK,2026-08-30 13:02:06
9885-MFVSU,Female,0,Yes,Yes,35,No,DSL,Two year,Credit card (automatic),46.35,1662.05,0,0.08126071250827104,0,LOW RISK,2026-08-30 13:02:06
4514-GFCFI,Female,1,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,84.75,1350.15,1,0.8489510530752519,1,HIGH RISK,2026-08-30 13:02:06
0607-MVMGC,Male,0,Yes,Yes,45,Yes,DSL,One year,Credit card (automatic),78.75,3600.65,0,0.1519349295444764,0,LOW RISK,2026-08-30 13:02:06
3365-SAIGS,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,83.55,1329.15,0,0.7493499635366538,1,HIGH RISK,2026-08-30 13:02:06
9828-AOQLM,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,Electronic check,45.7,45.7,1,0.7209361506271306,1,HIGH RISK,2026-08-30 13:02:06
8022-BECSI,Male,0,No,No,22,Yes,No,One year,Mailed check,19.6,422.5,0,0.08355571905074236,0,LOW RISK,2026-08-30 13:02:06
8000-REIQB,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,69.95,69.95,1,0.886675886014551,1,HIGH RISK,2026-08-30 13:02:06
9993-LHIEB,Male,0,Yes,Yes,67,Yes,DSL,Two year,Mailed check,67.85,4627.65,0,0.019352252780854465,0,LOW RISK,2026-08-30 13:02:06
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Bank transfer (automatic),105.65,6717.9,0,0.1729410825100339,0,LOW RISK,2026-08-30 13:02:06
7615-ESMYF,Female,0,Yes,No,2,No,DSL,Month-to-month,Electronic check,44.6,97.1,1,0.8572012681122849,1,HIGH RISK,2026-08-30 13:02:06
3858-VOBET,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,Electronic check,74.95,1710.45,1,0.7370456655784267,1,HIGH RISK,2026-08-30 13:02:06
7020-OZKXZ,Female,1,No,No,9,Yes,Fiber optic,Month-to-month,Credit card (automatic),75.5,637.4,0,0.7385875026964293,1,HIGH RISK,2026-08-30 13:02:06
3977-QCRSL,Female,0,No,No,5,Yes,No,Month-to-month,Mailed check,20.15,117.95,0,0.3558949993216947,0,LOW RISK,2026-08-30 13:02:06
0017-DINOC,Male,0,No,No,54,No,DSL,Two year,Credit card (automatic),45.2,2460.55,0,0.059314416583054405,0,LOW RISK,2026-08-30 13:02:06
1447-PJGGA,Female,0,No,No,57,Yes,Fiber optic,Two year,Electronic check,95.25,5464.65,1,0.34388928354514275,0,LOW RISK,2026-08-30 13:02:06
8565-CLBZW,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Mailed check,89.85,2165.05,1,0.7259888061392766,1,HIGH RISK,2026-08-30 13:02:06
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Fiber optic,One year,Mailed check,100.45,4941.8,1,0.4314954324793751,0,MEDIUM RISK,2026-08-30 13:02:06
0224-HJAPT,Male,0,No,No,5,Yes,DSL,Month-to-month,Electronic check,47.15,223.15,1,0.7336842328549599,1,HIGH RISK,2026-08-30 13:02:06
8086-OVPWV,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Electronic check,80.2,181.1,1,0.9034143468525802,1,HIGH RISK,2026-08-30 13:02:06
9430-FRQOC,Female,0,No,Yes,4,Yes,Fiber optic,Month-to-month,Mailed check,87.1,341.45,1,0.7703303160587631,1,HIGH RISK,2026-08-30 13:02:06
7639-OPLNG,Male,0,Yes,Yes,70,Yes,DSL,Two year,Bank transfer (automatic),79.25,5731.85,0,0.027769883861974883,0,LOW RISK,2026-08-30 13:02:06
3074-GQWYX,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),75.9,357.75,1,0.8389333688120154,1,HIGH RISK,2026-08-30 13:02:06
1492-QGCLU,Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,Electronic check,85.7,4616.1,0,0.2824753399796205,0,LOW RISK,2026-08-30 13:02:06
6845-RGTYS,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Electronic check,98.75,4533.7,1,0.567007633763895,1,MEDIUM RISK,2026-08-30 13:02:06
7328-OWMOM,Female,0,No,Yes,31,Yes,No,One year,Credit card (automatic),20.1,589.25,0,0.05679995239315558,0,LOW RISK,2026-08-30 13:02:06
4418-LZMSV,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,Bank transfer (automatic),61.8,750.1,0,0.259922104321808,0,LOW RISK,2026-08-30 13:02:06
5155-AZQPB,Female,0,Yes,Yes,28,Yes,DSL,Month-to-month,Mailed check,49.9,1410.25,0,0.3468127599011397,0,LOW RISK,2026-08-30 13:02:06
8861-HGGKB,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,86.45,830.85,1,0.8612667669743953,1,HIGH RISK,2026-08-30 13:02:06
1087-GRUYI,Male,0,Yes,No,38,Yes,No,Two year,Bank transfer (automatic),20.4,743.5,0,0.026080741608283702,0,LOW RISK,2026-08-30 13:02:06
7065-YUNRY,Female,0,No,No,1,Yes,DSL,Month-to-month,Mailed check,45.3,45.3,1,0.6862984758579033,1,MEDIUM RISK,2026-08-30 13:02:06
7694-VLBWQ,Male,0,Yes,No,67,Yes,Fiber optic,One year,Electronic check,104.1,7040.85,1,0.43514167855427693,0,MEDIUM RISK,2026-08-30 13:02:06
2546-KZAAT,Male,0,Yes,No,52,Yes,DSL,One year,Mailed check,75.4,3865.45,0,0.16389103865621016,0,LOW RISK,2026-08-30 13:02:06
0181-RITDD,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,Mailed check,108.15,6825.65,0,0.0859813517297119,0,LOW RISK,2026-08-30 13:02:06
5989-PGKJB,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,86.25,1340.1,0,0.7540109597111787,1,HIGH RISK,2026-08-30 13:02:06
4795-KTRTH,Female,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,81.0,371.65,1,0.8887941965166868,1,HIGH RISK,2026-08-30 13:02:06
8272-ONJLV,Male,0,No,No,12,Yes,Fiber optic,One year,Electronic check,95.7,1184.0,0,0.7472738440298387,1,HIGH RISK,2026-08-30 13:02:06
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Bank transfer (automatic),116.85,8477.7,0,0.10244074250428911,0,LOW RISK,2026-08-30 13:02:06
0308-GIQJT,Male,1,No,No,71,Yes,Fiber optic,One year,Bank transfer (automatic),105.75,7382.85,0,0.26707024693672415,0,LOW RISK,2026-08-30 13:02:06
3778-FOAQW,Female,0,Yes,No,24,Yes,No,One year,Mailed check,20.15,456.85,0,0.07743781121043039,0,LOW RISK,2026-08-30 13:02:06
4452-ROHMO,Female,0,No,No,15,Yes,No,Two year,Mailed check,19.6,331.6,0,0.05095636025898457,0,LOW RISK,2026-08-30 13:02:06
6481-OGDOO,Male,0,Yes,No,67,Yes,Fiber optic,One year,Credit card (automatic),90.6,6056.15,1,0.20673245425619574,0,LOW RISK,2026-08-30 13:02:06
3090-LETTY,Male,0,No,Yes,2,Yes,DSL,Month-to-month,Bank transfer (automatic),60.95,134.6,0,0.49578392235536933,0,MEDIUM RISK,2026-08-30 13:02:06
5349-AZPEW,Female,0,Yes,Yes,5,No,DSL,Month-to-month,Mailed check,25.05,125.5,0,0.6176520667714226,1,MEDIUM RISK,2026-08-30 13:02:06
3753-TSEMP,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Electronic check,88.15,1390.6,1,0.7950665558952937,1,HIGH RISK,2026-08-30 13:02:06
8305-VHZBZ,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.2,20.2,1,0.4804355127703799,0,MEDIUM RISK,2026-08-30 13:02:06
9720-JJJOR,Male,0,Yes,Yes,41,Yes,DSL,One year,Bank transfer (automatic),60.3,2511.3,0,0.09008221870963494,0,LOW RISK,2026-08-30 13:02:06
8100-HZZLJ,Female,0,No,Yes,43,Yes,DSL,Month-to-month,Electronic check,63.95,2737.05,0,0.2777352116963966,0,LOW RISK,2026-08-30 13:02:06
8775-ERLNB,Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,74.3,74.3,0,0.8896524222527707,1,HIGH RISK,2026-08-30 13:02:06
8309-IEYJD,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Mailed check,70.6,70.6,0,0.8449052810941456,1,HIGH RISK,2026-08-30 13:02:06
9172-JITSM,Female,0,Yes,Yes,26,Yes,Fiber optic,Month-to-month,Electronic check,90.8,2361.8,1,0.7754289376830931,1,HIGH RISK,2026-08-30 13:02:06
6298-QDFNH,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,79.35,1730.35,1,0.7218045211582798,1,HIGH RISK,2026-08-30 13:02:06
7398-HPYZQ,Male,0,Yes,No,71,Yes,DSL,Two year,Bank transfer (automatic),90.55,6404.0,0,0.03193657710558663,0,LOW RISK,2026-08-30 13:02:06
3546-GHEAE,Male,0,No,No,7,Yes,No,Two year,Mailed check,19.45,165.35,0,0.10301226796563248,0,LOW RISK,2026-08-30 13:02:06
7361-YPXFS,Female,1,No,No,28,Yes,DSL,Month-to-month,Bank transfer (automatic),64.45,1867.6,0,0.3305647217698134,0,LOW RISK,2026-08-30 13:02:06
6557-BZXLQ,Male,1,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,69.65,1043.3,0,0.6858332163758613,1,MEDIUM RISK,2026-08-30 13:02:06
2550-QHZGP,Male,0,No,No,7,Yes,No,One year,Mailed check,19.5,128.6,0,0.1986070901125329,0,LOW RISK,2026-08-30 13:02:06
7519-JTWQH,Female,0,No,No,69,Yes,Fiber optic,Two year,Bank transfer (automatic),110.5,7455.45,0,0.17587919276585376,0,LOW RISK,2026-08-30 13:02:06
2538-OIMXF,Female,0,No,Yes,1,No,DSL,Month-to-month,Mailed check,24.7,24.7,0,0.6472111376248072,1,MEDIUM RISK,2026-08-30 13:02:06
8543-MSDMF,Male,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,77.4,206.15,0,0.7198338037970808,1,HIGH RISK,2026-08-30 13:02:06
9961-JBNMK,Male,1,No,No,21,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),96.8,2030.3,1,0.7648982146513836,1,HIGH RISK,2026-08-30 13:02:06
1170-SASML,Female,0,Yes,No,69,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),85.4,5869.4,0,0.40697270048095247,0,MEDIUM RISK,2026-08-30 13:02:06
4872-JCVCA,Female,0,Yes,No,71,No,DSL,Two year,Bank transfer (automatic),47.6,3377.8,0,0.028998279979834996,0,LOW RISK,2026-08-30 13:02:06
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,Two year,Mailed check,19.4,1346.2,0,0.011010771376967219,0,LOW RISK,2026-08-30 13:02:06
2038-LLMLM,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,Electronic check,103.85,4946.05,0,0.6794992491997563,1,MEDIUM RISK,2026-08-30 13:02:06
6173-ITPWD,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),83.35,4065.0,1,0.4946223939459945,0,MEDIUM RISK,2026-08-30 13:02:06
9734-UYXQI,Female,0,No,No,2,Yes,DSL,Month-to-month,Electronic check,49.4,106.55,1,0.8067996317884032,1,HIGH RISK,2026-08-30 13:02:06
1216-BGTSP,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Credit card (automatic),108.45,4964.7,0,0.5446864182250565,1,MEDIUM RISK,2026-08-30 13:02:06
4138-NAXED,Male,0,No,No,51,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),81.0,4085.75,0,0.46823919798285446,0,MEDIUM RISK,2026-08-30 13:02:06
2189-UXTKY,Female,0,Yes,No,22,Yes,DSL,Month-to-month,Electronic check,79.2,1742.75,1,0.4926405387140399,0,MEDIUM RISK,2026-08-30 13:02:06
0744-BIKKF,Male,0,No,No,72,Yes,DSL,Two year,Bank transfer (automatic),86.65,6224.8,0,0.03153510998700395,0,LOW RISK,2026-08-30 13:02:06
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Electronic check,92.95,3415.25,0,0.6938003656255773,1,MEDIUM RISK,2026-08-30 13:02:06
5248-KWLAR,Male,0,Yes,Yes,71,Yes,DSL,Two year,Electronic check,90.35,6325.25,0,0.038030895185779144,0,LOW RISK,2026-08-30 13:02:06
4958-GZWIY,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,Electronic check,48.7,340.25,1,0.6107728930142572,1,MEDIUM RISK,2026-08-30 13:02:06
7996-MHXLW,Female,0,No,No,66,Yes,No,Two year,Credit card (automatic),25.15,1683.6,0,0.02763215709268851,0,LOW RISK,2026-08-30 13:02:06
7833-PKIHD,Male,0,Yes,Yes,51,Yes,DSL,One year,Bank transfer (automatic),76.4,3966.3,0,0.11837632682724529,0,LOW RISK,2026-08-30 13:02:06
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,One year,Bank transfer (automatic),19.55,608.5,0,0.060208265673268084,0,LOW RISK,2026-08-30 13:02:06
5153-RTHKF,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Electronic check,85.35,2896.6,0,0.6880902594310516,1,MEDIUM RISK,2026-08-30 13:02:06
1852-QSWCD,Male,0,Yes,Yes,64,Yes,No,Two year,Mailed check,24.8,1514.85,0,0.02599549497838613,0,LOW RISK,2026-08-30 13:02:06
4832-VRBMR,Male,1,Yes,No,65,Yes,Fiber optic,One year,Bank transfer (automatic),103.15,6792.45,0,0.4840791342757934,0,MEDIUM RISK,2026-08-30 13:02:06
9079-LWTFD,Male,0,No,No,47,Yes,Fiber optic,Month-to-month,Mailed check,100.75,4669.2,0,0.3190033345895559,0,LOW RISK,2026-08-30 13:02:06
6356-ELRKD,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,95.6,95.6,1,0.8931440603675554,1,HIGH RISK,2026-08-30 13:02:06
8624-GIOUT,Female,0,No,No,49,Yes,DSL,Month-to-month,Credit card (automatic),59.75,2934.3,1,0.29759068697113117,0,LOW RISK,2026-08-30 13:02:06
3392-EHMNK,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Credit card (automatic),94.1,6302.8,0,0.09009794146976839,0,LOW RISK,2026-08-30 13:02:06
5986-WWXDV,Male,0,No,Yes,39,Yes,No,One year,Bank transfer (automatic),19.35,779.2,0,0.043545240535921244,0,LOW RISK,2026-08-30 13:02:06
3061-BCKYI,Male,0,No,No,14,Yes,No,Month-to-month,Mailed check,19.9,283.75,0,0.20761900952742626,0,LOW RISK,2026-08-30 13:02:06
6179-GJPSO,Female,1,No,No,43,Yes,Fiber optic,Month-to-month,Credit card (automatic),108.15,4600.7,1,0.4590604903692447,0,MEDIUM RISK,2026-08-30 13:02:06
7901-TBKJX,Male,1,No,No,56,Yes,Fiber optic,Month-to-month,Electronic check,101.05,5594.0,0,0.8031153699333052,1,HIGH RISK,2026-08-30 13:02:06
7228-PAQPD,Female,0,No,No,14,Yes,DSL,One year,Credit card (automatic),59.1,772.85,0,0.23811720170022785,0,LOW RISK,2026-08-30 13:02:06
3177-LASXD,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,71.35,71.35,1,0.821118547766568,1,HIGH RISK,2026-08-30 13:02:06
7746-QYVCO,Male,0,Yes,Yes,16,Yes,DSL,One year,Mailed check,55.85,857.8,0,0.17007480389491694,0,LOW RISK,2026-08-30 13:02:06
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Electronic check,106.05,7554.05,0,0.5274016116802253,1,MEDIUM RISK,2026-08-30 13:02:06
9919-FZDED,Male,1,Yes,No,72,Yes,DSL,Two year,Credit card (automatic),84.1,5981.65,0,0.06747414917449882,0,LOW RISK,2026-08-30 13:02:06
5934-TSSAU,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Credit card (automatic),75.3,1702.9,0,0.5401381591123146,1,MEDIUM RISK,2026-08-30 13:02:06
3486-KHMLI,Male,0,No,Yes,21,Yes,No,Month-to-month,Mailed check,24.7,467.15,0,0.17858201833814302,0,LOW RISK,2026-08-30 13:02:06
4897-QSUYC,Female,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.15,20.15,1,0.4741548302508667,0,MEDIUM RISK,2026-08-30 13:02:06
1084-UQCHV,Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),69.75,69.75,1,0.725427977921383,1,HIGH RISK,2026-08-30 13:02:06
8290-YWKHZ,Female,1,Yes,No,32,Yes,Fiber optic,Month-to-month,Electronic check,93.2,2931.0,1,0.8540599570355603,1,HIGH RISK,2026-08-30 13:02:06
2955-BJZHG,Male,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Electronic check,80.85,1400.85,1,0.6712921837877958,1,MEDIUM RISK,2026-08-30 13:02:06
3806-DXQOM,Female,0,No,No,4,No,DSL,Month-to-month,Electronic check,33.65,137.85,1,0.7152696996155258,1,HIGH RISK,2026-08-30 13:02:06
6784-XYJAE,Female,0,No,No,36,Yes,DSL,One year,Electronic check,55.8,1941.5,0,0.23923537889052549,0,LOW RISK,2026-08-30 13:02:06
3933-DQPWX,Female,0,No,No,50,No,DSL,Two year,Credit card (automatic),39.7,1932.75,0,0.0633593462526579,0,LOW RISK,2026-08-30 13:02:06
6661-EIPZC,Female,0,Yes,Yes,48,No,DSL,Month-to-month,Credit card (automatic),29.5,1423.05,0,0.21090227977367176,0,LOW RISK,2026-08-30 13:02:06
8957-THMOA,Female,0,No,Yes,50,Yes,No,Two year,Credit card (automatic),20.15,970.85,0,0.021471086948645808,0,LOW RISK,2026-08-30 13:02:06
2251-PYLPB,Male,0,Yes,No,72,Yes,DSL,Two year,Credit card (automatic),79.55,5810.9,0,0.023582584410763673,0,LOW RISK,2026-08-30 13:02:06
5555-RNPGT,Male,0,No,Yes,10,Yes,No,Month-to-month,Credit card (automatic),24.8,223.9,0,0.33164895085761686,0,LOW RISK,2026-08-30 13:02:06
1057-FOGLZ,Female,0,No,No,18,Yes,No,Month-to-month,Mailed check,19.65,391.7,0,0.18093759349671662,0,LOW RISK,2026-08-30 13:02:06
9300-RENDD,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,79.95,79.95,1,0.9016183698118608,1,HIGH RISK,2026-08-30 13:02:06
0761-AETCS,Female,0,No,No,1,Yes,No,Month-to-month,Electronic check,19.3,19.3,1,0.47905566783689596,0,MEDIUM RISK,2026-08-30 13:02:06
8087-LGYHQ,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,94.05,811.65,0,0.9072314134598319,1,HIGH RISK,2026-08-30 13:02:06
4137-BTIKL,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Mailed check,90.75,174.75,0,0.8041396335583681,1,HIGH RISK,2026-08-30 13:02:06
2190-BCXEC,Female,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Credit card (automatic),78.85,3126.85,0,0.5057873042660583,1,MEDIUM RISK,2026-08-30 13:02:06
6227-FBDXH,Male,0,Yes,No,69,Yes,Fiber optic,One year,Bank transfer (automatic),99.5,6841.45,0,0.3471728541149196,0,LOW RISK,2026-08-30 13:02:06
2153-MREFK,Female,0,Yes,No,37,Yes,Fiber optic,One year,Electronic check,99.2,3754.6,1,0.4403811981001502,0,MEDIUM RISK,2026-08-30 13:02:06
2911-WDXMV,Male,0,No,Yes,18,Yes,Fiber optic,Month-to-month,Credit card (automatic),80.55,1406.65,0,0.6529647903072544,1,MEDIUM RISK,2026-08-30 13:02:06
7206-PQBBZ,Male,1,Yes,No,11,Yes,Fiber optic,Month-to-month,Electronic check,70.2,834.7,0,0.8568632163572663,1,HIGH RISK,2026-08-30 13:02:06
3106-ULWFW,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),85.2,627.4,1,0.8703581198325027,1,HIGH RISK,2026-08-30 13:02:06
0925-VYDLG,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Electronic check,75.25,242.0,1,0.8575383612943783,1,HIGH RISK,2026-08-30 13:02:06
4547-FZJWE,Male,0,Yes,Yes,55,Yes,DSL,One year,Credit card (automatic),59.45,3157.0,0,0.10080191080629501,0,LOW RISK,2026-08-30 13:02:06
7422-WNBTY,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Electronic check,93.35,3092.0,0,0.7671450809983948,1,HIGH RISK,2026-08-30 13:02:06
0842-IWYCP,Female,0,No,No,46,Yes,DSL,Month-to-month,Bank transfer (automatic),44.95,2168.9,0,0.18479388022849477,0,LOW RISK,2026-08-30 13:02:06
3521-HTQTV,Male,0,No,No,34,Yes,No,Two year,Bank transfer (automatic),26.1,980.35,0,0.04001330258656933,0,LOW RISK,2026-08-30 13:02:06
3744-ZBHON,Female,0,No,No,3,Yes,No,Month-to-month,Electronic check,20.2,65.95,0,0.4571016737204684,0,MEDIUM RISK,2026-08-30 13:02:06
3373-DIUUN,Male,0,Yes,Yes,30,Yes,No,Two year,Mailed check,21.25,711.9,0,0.030217929267064677,0,LOW RISK,2026-08-30 13:02:06
8383-SGHJU,Female,0,No,No,33,Yes,DSL,One year,Electronic check,59.4,1952.8,0,0.1580741296676118,0,LOW RISK,2026-08-30 13:02:06
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Fiber optic,One year,Credit card (automatic),95.0,4368.85,0,0.36216743651434263,0,LOW RISK,2026-08-30 13:02:06
7707-PYBBH,Male,0,No,No,40,Yes,DSL,Month-to-month,Mailed check,61.9,2647.1,0,0.16613912368594516,0,LOW RISK,2026-08-30 13:02:06
8984-HPEMB,Female,0,No,No,71,Yes,Fiber optic,Two year,Electronic check,118.65,8477.6,0,0.1693060634938708,0,LOW RISK,2026-08-30 13:02:06
4349-GFQHK,Male,0,No,No,1,Yes,DSL,Month-to-month,Electronic check,54.35,54.35,1,0.7585934169616602,1,HIGH RISK,2026-08-30 13:02:06
4139-DETXS,Female,0,Yes,Yes,72,No,DSL,Two year,Bank transfer (automatic),64.45,4528.0,0,0.032800314535865065,0,LOW RISK,2026-08-30 13:02:06
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,Electronic check,80.15,1790.65,0,0.7086307198933197,1,HIGH RISK,2026-08-30 13:02:06
9805-FILKB,Male,0,Yes,Yes,46,Yes,No,One year,Bank transfer (automatic),20.2,845.6,0,0.04691619465111682,0,LOW RISK,2026-08-30 13:02:06
5793-YOLJN,Female,0,Yes,Yes,55,Yes,No,Two year,Mailed check,21.0,1210.3,0,0.01857740189635305,0,LOW RISK,2026-08-30 13:02:06
0673-IGUQO,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.45,20.45,0,0.39439366682621824,0,LOW RISK,2026-08-30 13:02:06
4123-FCVCB,Female,0,No,No,12,Yes,DSL,One year,Mailed check,75.85,854.45,0,0.48339851446921855,0,MEDIUM RISK,2026-08-30 13:02:06
8819-IMISP,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,Electronic check,80.45,2429.1,0,0.6915245136918531,1,MEDIUM RISK,2026-08-30 13:02:06
7802-EFKNY,Male,0,Yes,No,5,No,DSL,Month-to-month,Electronic check,24.95,100.4,1,0.801612002091929,1,HIGH RISK,2026-08-30 13:02:06
8311-UEUAB,Female,0,Yes,Yes,67,Yes,DSL,Two year,Electronic check,75.5,5229.45,0,0.08361710402821156,0,LOW RISK,2026-08-30 13:02:06
5858-EAFCZ,Male,0,No,No,1,Yes,DSL,Month-to-month,Mailed check,44.45,44.45,0,0.6173684239970451,1,MEDIUM RISK,2026-08-30 13:02:06
8035-BUYVG,Male,0,Yes,No,40,No,DSL,One year,Electronic check,42.35,1716.45,1,0.2017229239051812,0,LOW RISK,2026-08-30 13:02:06
1163-ONYEY,Male,0,Yes,Yes,41,Yes,DSL,Month-to-month,Credit card (automatic),74.55,3023.55,0,0.22968150605206578,0,LOW RISK,2026-08-30 13:02:06
9787-XVQIU,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,75.3,75.3,1,0.901904136995136,1,HIGH RISK,2026-08-30 13:02:06
8945-MUQUF,Male,0,No,No,51,Yes,Fiber optic,One year,Electronic check,94.8,4837.6,1,0.46497046035835726,0,MEDIUM RISK,2026-08-30 13:02:06
5656-MJEFC,Male,0,Yes,Yes,42,No,DSL,Two year,Credit card (automatic),48.15,2032.3,0,0.050164557623788776,0,LOW RISK,2026-08-30 13:02:06
